scenario_id	application	screen_flow	reference_state	current_main_state	components_involved	visual_proof	interaction_proof	current_defect_regression	root_component_owners	app_owner	owning_task_ids
HO-PICKER	holla	activities-multi	holla-scenarios.tsv#HO-PICKER; O:src/bin/holla/app.rs:1008,1181	partially migrated; oracle route/behavior parity unverified; M:apps/holla/src/app.rs;dispatch.rs;screens/	Picker/modal/focus	REQUIRED-UNCAPTURED V:HO-PICKER; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; holla-scenarios.tsv#HO-PICKER	HO-PARTIAL: 11 migrated worlds and Home/Plan/Activity routes do not cover oracle 34-world page/tab experience	overlays;runtime-input;scroll-parity;theme-paint	holla-shell-finder	TASK-003;TASK-044;TASK-050;TASK-069
HO-ACTIVITIES	holla	activities-multi	holla-scenarios.tsv#HO-ACTIVITIES; O:src/bin/holla/app_tests_flows.rs:246	partially migrated; oracle route/behavior parity unverified; M:apps/holla/src/app.rs;dispatch.rs;screens/	Tabs/Picker/TextViewport/ChipBar	REQUIRED-UNCAPTURED V:HO-ACTIVITIES; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; holla-scenarios.tsv#HO-ACTIVITIES	HO-PARTIAL: 11 migrated worlds and Home/Plan/Activity routes do not cover oracle 34-world page/tab experience	collections;output-text;overlays;runtime-input;scroll-parity;text-core;theme-paint	holla-shell-finder	TASK-003;TASK-044;TASK-047;TASK-050;TASK-069
HO-FILES-ACTIONS	holla	parity-files	holla-scenarios.tsv#HO-FILES-ACTIONS; O:src/bin/holla/screens/files.rs:462	missing oracle route; M:apps/holla/src/app.rs;dispatch.rs;screens/	ContextMenu/clipboard fixture	REQUIRED-UNCAPTURED V:HO-FILES-ACTIONS; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; holla-scenarios.tsv#HO-FILES-ACTIONS	HO-ROUTES: exhaustive main Route/Destination lacks oracle Files/Args/page-stack destinations	overlays;runtime-input;text-core;theme-paint	holla-files-disk-cleanup	TASK-003;TASK-042;TASK-045;TASK-050;TASK-069
HO-BROWSER	holla	parity-browser	holla-scenarios.tsv#HO-BROWSER; O:src/bin/holla/screens/files.rs:189,309	missing oracle route; M:apps/holla/src/app.rs;dispatch.rs;screens/	TextViewport/ScrollState	REQUIRED-UNCAPTURED V:HO-BROWSER; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; holla-scenarios.tsv#HO-BROWSER	HO-ROUTES: exhaustive main Route/Destination lacks oracle Files/Args/page-stack destinations	output-text;overlays;runtime-input;scroll-parity;text-core;theme-paint	holla-files-disk-cleanup	TASK-003;TASK-042;TASK-050;TASK-069
HO-JUMP	holla	parity-browser	holla-scenarios.tsv#HO-JUMP; O:src/bin/holla/screens/files.rs:606; app.rs:1247	missing oracle route; M:apps/holla/src/app.rs;dispatch.rs;screens/	Picker/modal/focus	REQUIRED-UNCAPTURED V:HO-JUMP; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; holla-scenarios.tsv#HO-JUMP	HO-ROUTES: exhaustive main Route/Destination lacks oracle Files/Args/page-stack destinations	overlays;runtime-input;scroll-parity;theme-paint	holla-files-disk-cleanup	TASK-003;TASK-042;TASK-050;TASK-069
HO-PREVIEW-SELECT	holla	parity-browser	holla-scenarios.tsv#HO-PREVIEW-SELECT; O:src/bin/holla/screens/files.rs:1163,1504	missing oracle route; M:apps/holla/src/app.rs;dispatch.rs;screens/	TextViewport/selection/scroll	REQUIRED-UNCAPTURED V:HO-PREVIEW-SELECT; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; holla-scenarios.tsv#HO-PREVIEW-SELECT	HO-ROUTES: exhaustive main Route/Destination lacks oracle Files/Args/page-stack destinations	fields-edit;output-text;overlays;runtime-input;scroll-parity;text-core;theme-paint	holla-files-disk-cleanup	TASK-003;TASK-042;TASK-050;TASK-069
HO-ARGS	holla	rust-dirty	holla-scenarios.tsv#HO-ARGS; O:src/bin/holla/screens/review.rs:1019; app_tests_rows.rs:665	partially migrated; oracle route/behavior parity unverified; M:apps/holla/src/app.rs;dispatch.rs;screens/	TextInput/Select/Button/focus	REQUIRED-UNCAPTURED V:HO-ARGS; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; holla-scenarios.tsv#HO-ARGS	HO-PARTIAL: 11 migrated worlds and Home/Plan/Activity routes do not cover oracle 34-world page/tab experience	chrome;fields-edit;runtime-input;text-core;theme-paint	holla-shell-finder	TASK-003;TASK-043;TASK-048;TASK-050;TASK-069
HO-TRUST	holla	parity-custom-actions	holla-scenarios.tsv#HO-TRUST; O:src/bin/holla/app_tests_parity.rs:1731	partial review; oracle progression differs; M:apps/holla/src/app.rs;dispatch.rs;screens/	Button/Panel/ScrollState	REQUIRED-UNCAPTURED V:HO-TRUST; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; holla-scenarios.tsv#HO-TRUST	HO-REVIEW: preserve current-review safety internally; restore oracle review/gate/focus/executing progression	chrome;runtime-input;scroll-parity;theme-paint	holla-review-trust-args	TASK-003;TASK-043;TASK-049;TASK-050;TASK-069
HO-GATES	holla	docker-cleanup	holla-scenarios.tsv#HO-GATES; O:src/bin/holla/app_tests_flows.rs:24; app.rs:1400	partial domain; oracle screens/outcomes missing; M:apps/holla/src/app.rs;dispatch.rs;screens/	Dialog/TextInput/Button/overlay	REQUIRED-UNCAPTURED V:HO-GATES; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; holla-scenarios.tsv#HO-GATES	HO-DISK: main disk/plan model does not mount oracle tree/categories/report/history/virtual-FS flows	chrome;fields-edit;output-text;overlays;runtime-input;text-core;theme-paint	holla-files-disk-cleanup	TASK-003;TASK-043;TASK-048;TASK-050;TASK-069
HO-DOCKER	holla	docker-cleanup	holla-scenarios.tsv#HO-DOCKER; O:src/bin/holla/app_tests_flows.rs:24	partial domain; oracle screens/outcomes missing; M:apps/holla/src/app.rs;dispatch.rs;screens/	Plan/Dialog/viewport	REQUIRED-UNCAPTURED V:HO-DOCKER; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; holla-scenarios.tsv#HO-DOCKER	HO-DISK: main disk/plan model does not mount oracle tree/categories/report/history/virtual-FS flows	output-text;overlays;runtime-input;scroll-parity;theme-paint	holla-files-disk-cleanup	TASK-003;TASK-048;TASK-050;TASK-069
HO-UPGRADE	holla	upgrade-plan	holla-scenarios.tsv#HO-UPGRADE; O:src/bin/holla/app_tests_flows.rs:177	partial review; oracle progression differs; M:apps/holla/src/app.rs;dispatch.rs;screens/	Plan/progress/viewport	REQUIRED-UNCAPTURED V:HO-UPGRADE; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; holla-scenarios.tsv#HO-UPGRADE	HO-REVIEW: preserve current-review safety internally; restore oracle review/gate/focus/executing progression	chrome;output-text;runtime-input;scroll-parity;theme-paint	holla-activity-plan	TASK-003;TASK-049;TASK-050;TASK-069
HO-REMOTE	holla	remote-host	holla-scenarios.tsv#HO-REMOTE; O:src/bin/holla/app_tests_flows.rs:462	partially migrated; oracle route/behavior parity unverified; M:apps/holla/src/app.rs;dispatch.rs;screens/	StatusBar/Dialog/TextInput	REQUIRED-UNCAPTURED V:HO-REMOTE; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; holla-scenarios.tsv#HO-REMOTE	HO-PARTIAL: 11 migrated worlds and Home/Plan/Activity routes do not cover oracle 34-world page/tab experience	chrome;fields-edit;output-text;overlays;runtime-input;text-core;theme-paint	holla-shell-finder	TASK-003;TASK-048;TASK-050;TASK-069
HO-PLAN-REVIEW	holla	upgrade-plan	holla-scenarios.tsv#HO-PLAN-REVIEW; O:src/bin/holla/screens/plan.rs:545	partial review; oracle progression differs; M:apps/holla/src/app.rs;dispatch.rs;screens/	ScrollState/Button/Panel	REQUIRED-UNCAPTURED V:HO-PLAN-REVIEW; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; holla-scenarios.tsv#HO-PLAN-REVIEW	HO-REVIEW: preserve current-review safety internally; restore oracle review/gate/focus/executing progression	chrome;runtime-input;scroll-parity;theme-paint	holla-activity-plan	TASK-003;TASK-043;TASK-050;TASK-069
HO-PLAN-EXEC	holla	upgrade-plan	holla-scenarios.tsv#HO-PLAN-EXEC; O:src/bin/holla/screens/plan.rs:1052	partial review; oracle progression differs; M:apps/holla/src/app.rs;dispatch.rs;screens/	TextViewport/ScrollState/Dialog	REQUIRED-UNCAPTURED V:HO-PLAN-EXEC; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; holla-scenarios.tsv#HO-PLAN-EXEC	HO-REVIEW: preserve current-review safety internally; restore oracle review/gate/focus/executing progression	output-text;overlays;runtime-input;scroll-parity;text-core;theme-paint	holla-activity-plan	TASK-003;TASK-044;TASK-049;TASK-050;TASK-069
HO-OUTPUT-SCROLL	holla	parity-executor	holla-scenarios.tsv#HO-OUTPUT-SCROLL; O:src/bin/holla/app_tests_parity.rs:1511; app_tests_rows.rs:703	partial domain; exact oracle effects unverified; M:apps/holla/src/app.rs;dispatch.rs;screens/	TextViewport/scrollbar/fades	REQUIRED-UNCAPTURED V:HO-OUTPUT-SCROLL; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; holla-scenarios.tsv#HO-OUTPUT-SCROLL	HO-EFFECTS: main finite action simulation/catalog is narrower; preserve oracle argv/cwd/host/outcomes	output-text;runtime-input;scroll-parity;text-core;theme-paint	holla-activity-plan	TASK-003;TASK-044;TASK-047;TASK-050;TASK-069
HO-OUTPUT-FIND	holla	parity-executor	holla-scenarios.tsv#HO-OUTPUT-FIND; O:src/bin/holla/screens/activity.rs:368; app_tests_proofs.rs:786	partial domain; exact oracle effects unverified; M:apps/holla/src/app.rs;dispatch.rs;screens/	TextViewport/find composition	REQUIRED-UNCAPTURED V:HO-OUTPUT-FIND; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; holla-scenarios.tsv#HO-OUTPUT-FIND	HO-EFFECTS: main finite action simulation/catalog is narrower; preserve oracle argv/cwd/host/outcomes	output-text;runtime-input;scroll-parity;text-core;theme-paint	holla-activity-plan	TASK-003;TASK-044;TASK-050;TASK-069
HO-STDIN	holla	parity-task-input	holla-scenarios.tsv#HO-STDIN; O:src/bin/holla/app_tests_parity.rs:1590	partial domain; exact oracle effects unverified; M:apps/holla/src/app.rs;dispatch.rs;screens/	input ownership/TextViewport	REQUIRED-UNCAPTURED V:HO-STDIN; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; holla-scenarios.tsv#HO-STDIN	HO-EFFECTS: main finite action simulation/catalog is narrower; preserve oracle argv/cwd/host/outcomes	fields-edit;foundation-api;output-text;runtime-input;scroll-parity;text-core;theme-paint	holla-activity-plan	TASK-003;TASK-044;TASK-050;TASK-069
HO-DISK-SCAN	holla	parity-disk-scan	holla-scenarios.tsv#HO-DISK-SCAN; O:src/bin/holla/app_tests_parity.rs:1859	partial domain; oracle screens/outcomes missing; M:apps/holla/src/app.rs;dispatch.rs;screens/	TreeView/progress/ScrollState	REQUIRED-UNCAPTURED V:HO-DISK-SCAN; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; holla-scenarios.tsv#HO-DISK-SCAN	HO-DISK: main disk/plan model does not mount oracle tree/categories/report/history/virtual-FS flows	chrome;collections;runtime-input;scroll-parity;theme-paint	holla-files-disk-cleanup	TASK-003;TASK-045;TASK-050;TASK-069
HO-DISK-TREE	holla	parity-disk-navigation	holla-scenarios.tsv#HO-DISK-TREE; O:src/bin/holla/app_tests_parity.rs:1996	partial domain; oracle screens/outcomes missing; M:apps/holla/src/app.rs;dispatch.rs;screens/	TreeView/ScrollState/properties	REQUIRED-UNCAPTURED V:HO-DISK-TREE; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; holla-scenarios.tsv#HO-DISK-TREE	HO-DISK: main disk/plan model does not mount oracle tree/categories/report/history/virtual-FS flows	chrome;collections;runtime-input;scroll-parity;theme-paint	holla-files-disk-cleanup	TASK-003;TASK-045;TASK-046;TASK-050;TASK-069
HO-CLEANUP-MODES	holla	parity-insights	holla-scenarios.tsv#HO-CLEANUP-MODES; O:src/bin/holla/screens/cleanup.rs:855	partial domain; exact oracle effects unverified; M:apps/holla/src/app.rs;dispatch.rs;screens/	ScrollState/properties/Dialog	REQUIRED-UNCAPTURED V:HO-CLEANUP-MODES; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; holla-scenarios.tsv#HO-CLEANUP-MODES	HO-EFFECTS: main finite action simulation/catalog is narrower; preserve oracle argv/cwd/host/outcomes	chrome;output-text;overlays;runtime-input;scroll-parity;theme-paint	holla-files-disk-cleanup	TASK-003;TASK-046;TASK-050;TASK-069
HO-CLEANUP-SAFETY	holla	parity-delete-safety	holla-scenarios.tsv#HO-CLEANUP-SAFETY; O:src/bin/holla/app_tests_parity.rs:2209	partial domain; exact oracle effects unverified; M:apps/holla/src/app.rs;dispatch.rs;screens/	Dialog/TextInput/sim fs	REQUIRED-UNCAPTURED V:HO-CLEANUP-SAFETY; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; holla-scenarios.tsv#HO-CLEANUP-SAFETY	HO-EFFECTS: main finite action simulation/catalog is narrower; preserve oracle argv/cwd/host/outcomes	fields-edit;output-text;overlays;runtime-input;text-core;theme-paint	holla-files-disk-cleanup	TASK-003;TASK-046;TASK-050;TASK-069
HO-CLEANUP-REPORT	holla	parity-cleanup-results	holla-scenarios.tsv#HO-CLEANUP-REPORT; O:src/bin/holla/app_tests_parity.rs:2383,2467	partial domain; oracle screens/outcomes missing; M:apps/holla/src/app.rs;dispatch.rs;screens/	Snapshot/ScrollState/StatusBar	REQUIRED-UNCAPTURED V:HO-CLEANUP-REPORT; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; holla-scenarios.tsv#HO-CLEANUP-REPORT	HO-DISK: main disk/plan model does not mount oracle tree/categories/report/history/virtual-FS flows	chrome;runtime-input;scroll-parity;theme-paint	holla-files-disk-cleanup	TASK-003;TASK-046;TASK-050;TASK-069
HO-SNAPSHOTS	holla	all 34 worlds	holla-scenarios.tsv#HO-SNAPSHOTS; O:src/bin/holla/screens/snapshot.rs:121; domain/catalog.rs; app.rs	partial domain; exact oracle effects unverified; M:apps/holla/src/app.rs;dispatch.rs;screens/	properties/custom tables/Meter/Button	REQUIRED-UNCAPTURED V:HO-SNAPSHOTS; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; holla-scenarios.tsv#HO-SNAPSHOTS	HO-EFFECTS: main finite action simulation/catalog is narrower; preserve oracle argv/cwd/host/outcomes	chrome;grid-parity;runtime-input;scroll-parity;theme-paint	holla-snapshots-providers	TASK-003;TASK-049;TASK-050;TASK-069
HO-RESIZE	holla	all reachable states	holla-scenarios.tsv#HO-RESIZE; O:src/bin/holla/app_tests_proofs.rs:471	partially migrated; oracle route/behavior parity unverified; M:apps/holla/src/app.rs;dispatch.rs;screens/	runtime/layout/focus	REQUIRED-UNCAPTURED V:HO-RESIZE; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; holla-scenarios.tsv#HO-RESIZE	HO-PARTIAL: 11 migrated worlds and Home/Plan/Activity routes do not cover oracle 34-world page/tab experience	chrome;foundation-api;runtime-input;theme-paint	holla-shell-finder	TASK-003;TASK-040;TASK-050;TASK-069
HO-PALETTE	holla	all 34 worlds and reachable states	holla-scenarios.tsv#HO-PALETTE; O:src/bin/holla/main.rs:37; tests/holla_pty.rs	partially migrated; oracle route/behavior parity unverified; M:apps/holla/src/app.rs;dispatch.rs;screens/	Theme/runtime	REQUIRED-UNCAPTURED V:HO-PALETTE; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; holla-scenarios.tsv#HO-PALETTE	HO-PARTIAL: 11 migrated worlds and Home/Plan/Activity routes do not cover oracle 34-world page/tab experience	foundation-api;runtime-input;theme-paint	holla-shell-finder	TASK-003;TASK-050;TASK-069
HO-LIFECYCLE	holla	owned PTY helper	holla-scenarios.tsv#HO-LIFECYCLE; O:tests/terminal_suspend.rs; tests/holla_pty.rs	partially migrated; oracle route/behavior parity unverified; M:apps/holla/src/app.rs;dispatch.rs;screens/	terminal session/runtime	REQUIRED-UNCAPTURED V:HO-LIFECYCLE; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PTY/fresh-process required; source/helper semantic assertions paired where applicable; holla-scenarios.tsv#HO-LIFECYCLE	HO-PARTIAL: 11 migrated worlds and Home/Plan/Activity routes do not cover oracle 34-world page/tab experience	foundation-api;output-text;overlays;runtime-input;theme-paint	holla-shell-finder	TASK-003;TASK-050;TASK-069
HO-OVERLAY-PASTE	holla	rust-dirty	holla-scenarios.tsv#HO-OVERLAY-PASTE; O:src/bin/holla/app.rs:480,1181; app_tests_proofs.rs:731	partially migrated; oracle route/behavior parity unverified; M:apps/holla/src/app.rs;dispatch.rs;screens/	Dialog/Picker/focus/input	REQUIRED-UNCAPTURED V:HO-OVERLAY-PASTE; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; holla-scenarios.tsv#HO-OVERLAY-PASTE	HO-PARTIAL: 11 migrated worlds and Home/Plan/Activity routes do not cover oracle 34-world page/tab experience	fields-edit;output-text;overlays;runtime-input;scroll-parity;text-core;theme-paint	holla-shell-finder	TASK-003;TASK-043;TASK-050;TASK-069
HO-POINTER-ALL	holla	every frozen reachable screen/modal	holla-scenarios.tsv#HO-POINTER-ALL; O:src/bin/holla/app.rs:1429; screens/*::on_click/on_press/on_drag/on_wheel	partially migrated; oracle route/behavior parity unverified; M:apps/holla/src/app.rs;dispatch.rs;screens/	HitRegistry/runtime/overlay	REQUIRED-UNCAPTURED V:HO-POINTER-ALL; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; holla-scenarios.tsv#HO-POINTER-ALL	HO-PARTIAL: 11 migrated worlds and Home/Plan/Activity routes do not cover oracle 34-world page/tab experience	foundation-api;overlays;runtime-input;theme-paint	holla-shell-finder	TASK-003;TASK-050;TASK-069
HO-CLI-PREVIEW	holla	first-use	holla-scenarios.tsv#HO-CLI-PREVIEW; O:src/bin/holla/main.rs:37; docs/improvements/hp16-cli-list-run-and-doctor-contract.md:5	partially migrated; oracle route/behavior parity unverified; M:apps/holla/src/app.rs;dispatch.rs;screens/	argument parser/Theme/Clock	REQUIRED-UNCAPTURED V:HO-CLI-PREVIEW; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PTY/fresh-process required; source/helper semantic assertions paired where applicable; holla-scenarios.tsv#HO-CLI-PREVIEW	HO-PARTIAL: 11 migrated worlds and Home/Plan/Activity routes do not cover oracle 34-world page/tab experience	fields-edit;runtime-input;theme-paint	holla-shell-finder	TASK-003;TASK-040;TASK-050;TASK-069
JA-001	jackin	eight CLI world defaults	jackin-scenarios.tsv#JA-001; O:scenario.rs:5;app.rs:201	migrated; exact parity unverified; M:apps/jackin-preview/src/app.rs	shell,brand,collections,panes,meters	REQUIRED-UNCAPTURED V:JA-001; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; jackin-scenarios.tsv#JA-001	No per-checkpoint equality measurement; source audit and required shared-family proofs apply	chrome;runtime-input;theme-paint	jackin-ritual	TASK-004;TASK-057;TASK-069
JA-002	jackin	ritual: JA-002	jackin-scenarios.tsv#JA-002; O:rain.rs:475-643;app_tests.rs:139	migrated; exact parity unverified; M:apps/jackin-preview/src/app.rs	brand,scheduler,clipping	REQUIRED-UNCAPTURED V:JA-002; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV exact production-clock phases; PTY stable/decoded actions; no exact wall-clock phase claim; jackin-scenarios.tsv#JA-002	No per-checkpoint equality measurement; source audit and required shared-family proofs apply	chrome;runtime-input;theme-paint	jackin-ritual	TASK-004;TASK-051;TASK-057;TASK-069
JA-003	jackin	ritual: JA-003	jackin-scenarios.tsv#JA-003; O:app.rs:505;app_tests.rs:115	migrated; exact parity unverified; M:apps/jackin-preview/src/app.rs	runtime,input,scheduler	REQUIRED-UNCAPTURED V:JA-003; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; jackin-scenarios.tsv#JA-003	No per-checkpoint equality measurement; source audit and required shared-family proofs apply	fields-edit;foundation-api;runtime-input;text-core;theme-paint	jackin-ritual	TASK-004;TASK-051;TASK-057;TASK-069
JA-004	jackin	ritual: JA-004	jackin-scenarios.tsv#JA-004; O:app_tests.rs:139;app.rs:505	migrated; exact parity unverified; M:apps/jackin-preview/src/app.rs	runtime,brand	REQUIRED-UNCAPTURED V:JA-004; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; jackin-scenarios.tsv#JA-004	No per-checkpoint equality measurement; source audit and required shared-family proofs apply	chrome;foundation-api;runtime-input;theme-paint	jackin-ritual	TASK-004;TASK-051;TASK-057;TASK-069
JA-005	jackin	manager: JA-005	jackin-scenarios.tsv#JA-005; O:screens/manager.rs:1889;app_tests.rs:158	duplicated conditional historical renderer; M:apps/jackin-preview/src/app.rs	tree,list-detail,focus,scrollbar	REQUIRED-UNCAPTURED V:JA-005; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; jackin-scenarios.tsv#JA-005	JA-MANAGER: historical paint only 120x40 Returning Paused initial row; other states another renderer	collections;runtime-input;scroll-parity;theme-paint	jackin-manager	TASK-004;TASK-051;TASK-057;TASK-069
JA-006	jackin	manager: JA-006	jackin-scenarios.tsv#JA-006; O:screens/manager.rs:on_click,on_double_click,on_drag,on_wheel	duplicated conditional historical renderer; M:apps/jackin-preview/src/app.rs	tree,splitter,hit registry	REQUIRED-UNCAPTURED V:JA-006; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; jackin-scenarios.tsv#JA-006	JA-MANAGER: historical paint only 120x40 Returning Paused initial row; other states another renderer	chrome;collections;runtime-input;scroll-parity;theme-paint	jackin-manager	TASK-004;TASK-051;TASK-057;TASK-069
JA-007	jackin	manager: JA-007	jackin-scenarios.tsv#JA-007; O:screens/manager.rs:activate	duplicated conditional historical renderer; M:apps/jackin-preview/src/app.rs	tree,picker,dialog	REQUIRED-UNCAPTURED V:JA-007; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; jackin-scenarios.tsv#JA-007	JA-MANAGER: historical paint only 120x40 Returning Paused initial row; other states another renderer	collections;output-text;overlays;runtime-input;scroll-parity;theme-paint	jackin-manager	TASK-004;TASK-051;TASK-055;TASK-057;TASK-069
JA-008	jackin	manager: JA-008	jackin-scenarios.tsv#JA-008; O:screens/manager.rs:1787-1882	duplicated conditional historical renderer; M:apps/jackin-preview/src/app.rs	buttons,dialog,picker,status	REQUIRED-UNCAPTURED V:JA-008; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; jackin-scenarios.tsv#JA-008	JA-MANAGER: historical paint only 120x40 Returning Paused initial row; other states another renderer	chrome;output-text;overlays;runtime-input;scroll-parity;theme-paint	jackin-manager	TASK-004;TASK-051;TASK-052;TASK-057;TASK-069
JA-009	jackin	manager: JA-009	jackin-scenarios.tsv#JA-009; O:screens/manager.rs:1829-1882	duplicated conditional historical renderer; M:apps/jackin-preview/src/app.rs	picker,dialog,inspect	REQUIRED-UNCAPTURED V:JA-009; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; jackin-scenarios.tsv#JA-009	JA-MANAGER: historical paint only 120x40 Returning Paused initial row; other states another renderer	code-diff;output-text;overlays;runtime-input;scroll-parity;theme-paint	jackin-manager	TASK-004;TASK-051;TASK-056;TASK-057;TASK-069
JA-010	jackin	manager: JA-010	jackin-scenarios.tsv#JA-010; O:screens/manager.rs:1770;domain/fixtures.rs	duplicated conditional historical renderer; M:apps/jackin-preview/src/app.rs	tree,status,scrollbar	REQUIRED-UNCAPTURED V:JA-010; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; jackin-scenarios.tsv#JA-010	JA-MANAGER: historical paint only 120x40 Returning Paused initial row; other states another renderer	chrome;collections;runtime-input;scroll-parity;theme-paint	jackin-manager	TASK-004;TASK-051;TASK-057;TASK-069
JA-011	jackin	manager: JA-011	jackin-scenarios.tsv#JA-011; O:app_tests.rs:1110;domain/workspace.rs	duplicated conditional historical renderer; M:apps/jackin-preview/src/app.rs	picker,focus,overlay	REQUIRED-UNCAPTURED V:JA-011; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; jackin-scenarios.tsv#JA-011	JA-MANAGER: historical paint only 120x40 Returning Paused initial row; other states another renderer	overlays;runtime-input;scroll-parity;theme-paint	jackin-manager	TASK-004;TASK-051;TASK-053;TASK-054;TASK-057;TASK-069
JA-012	jackin	prelude/browser: JA-012	jackin-scenarios.tsv#JA-012; O:screens/prelude.rs:31;app_tests.rs:416	migrated; exact parity unverified; M:apps/jackin-preview/src/app.rs	browser,choice,prompt,editor	REQUIRED-UNCAPTURED V:JA-012; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; jackin-scenarios.tsv#JA-012	No per-checkpoint equality measurement; source audit and required shared-family proofs apply	code-diff;overlays;runtime-input;scroll-parity;text-core;theme-paint	jackin-prelude	TASK-004;TASK-051;TASK-052;TASK-057;TASK-069
JA-013	jackin	prelude/browser: JA-013	jackin-scenarios.tsv#JA-013; O:screens/prelude.rs; screens/modals.rs:266	migrated; exact parity unverified; M:apps/jackin-preview/src/app.rs	browser,form,picker	REQUIRED-UNCAPTURED V:JA-013; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; jackin-scenarios.tsv#JA-013	No per-checkpoint equality measurement; source audit and required shared-family proofs apply	fields-edit;overlays;runtime-input;scroll-parity;theme-paint	jackin-prelude	TASK-004;TASK-051;TASK-052;TASK-057;TASK-069
