id	source_document	historical_revision	decision_requirement	authority_status	implementation_commit	files_components	current_main_status	remaining_work	tests_gates	task_ids
F08b	IMPROVEMENTS_PLAN.md;docs/improvements/f08b-picker-grapheme-editing-query-paste.md	215990ef;abb480ac;c9661f6c;64add0ea;812bad84;02f5294b	Picker Unicode query editing and actual paste preserve grapheme boundaries	current_holla_done_later_tablepro_open	c9710d81;b5f237d4;03df2681;8f7ed0e1;1615aa56;11ae5078;4399e9dd;1aaa9b01;812bad84 (see linked slice evidence)	Picker query input	current_main_mapping_required	Owner-route paste and UTF-8 edit/caret/copy contract	Picker query input	TASK-024
F08c	IMPROVEMENTS_PLAN.md;docs/improvements/f08c-ctrl-shift-home-end.md	215990ef;abb480ac;c9661f6c;64add0ea;812bad84;02f5294b	Ctrl+Shift+Home/End extend selection according to editor contract	later_open	not established	Editor modified keys	current_main_mapping_required	Modifier matrix and selection anchor integrity	Editor modified keys	TASK-013;TASK-016
F08d	IMPROVEMENTS_PLAN.md;docs/improvements/f08d-unassigned-modifiers-perform-plain-actions.md	215990ef;abb480ac;c9661f6c;64add0ea;812bad84;02f5294b	Explicit shortcut modifiers and hints agree with current owner	current_holla_done_later_apps_open	c9710d81;b5f237d4;03df2681;8f7ed0e1;1615aa56;11ae5078;4399e9dd;1aaa9b01;812bad84 (see linked slice evidence)	All-app binding matrix	current_main_mapping_required	Unassigned modified keys must be classified from oracle, not silently plain	All-app binding matrix	TASK-028;TASK-030
F09	IMPROVEMENTS_PLAN.md;docs/improvements/f09-deliver-inspect-copy-without-closing-the-modal.md	215990ef;abb480ac;c9661f6c;64add0ea;812bad84;02f5294b	Inspect copy delivers selection without incidental modal dismissal	deferred_not_selected_oracle_preserved	not established	Jackin Inspect copy	historical_proposal_not_current_product_gate	Deferred proposal, not selected by immutable-oracle parity. Preserve oracle02f5294b Jackin inspect.rs250/343: compact-open and advanced Diff routes discard the DiffView copy event and retain modal; no preview clipboard delivery from that event. Other copy owners remain unchanged; no new CustomModal effect API for this proposal	Source-qualified deferred disposition; selected diff plus y preserves exact oracle clipboard generation and modal state; no proposed-behavior PASS claim	TASK-056
F10	IMPROVEMENTS_PLAN.md;docs/improvements/f10-segment-logical-text-before-applying-styles.md	215990ef;abb480ac;c9661f6c;64add0ea;812bad84;02f5294b	Segment complete logical graphemes before applying span styles	current_done	c9710d81;b5f237d4;03df2681;8f7ed0e1;1615aa56;11ae5078;4399e9dd;1aaa9b01;812bad84 (see linked slice evidence)	Unicode style corpus	current_main_mapping_required	Styled split clusters match unstyled geometry and copy	Unicode style corpus	TASK-013
F11	IMPROVEMENTS_PLAN.md;docs/improvements/f11-one-retention-aware-mutation-boundary.md	215990ef;abb480ac;c9661f6c;64add0ea;812bad84;02f5294b	One retained-output mutation boundary enforces limits and identity	current_done	c9710d81;b5f237d4;03df2681;8f7ed0e1;1615aa56;11ae5078;4399e9dd;1aaa9b01;812bad84 (see linked slice evidence)	Viewport retained output	current_main_mapping_required	Append/replace/prune invalidate exactly required state	Viewport retained output	TASK-021;TASK-044;TASK-055
F12	IMPROVEMENTS_PLAN.md;docs/improvements/f12-rebase-retained-identity-never-silently-retarget-selection.md	215990ef;abb480ac;c9661f6c;64add0ea;812bad84;02f5294b	Pruning rebases reading/selection by retained identity	current_done	c9710d81;b5f237d4;03df2681;8f7ed0e1;1615aa56;11ae5078;4399e9dd;1aaa9b01;812bad84 (see linked slice evidence)	Retention selection	current_main_mapping_required	No copied wrong-source content or accidental bottom-follow	Retention selection	TASK-021
F13	IMPROVEMENTS_PLAN.md;docs/improvements/f13-make-cache-validity-part-of-content-ownership.md	215990ef;abb480ac;c9661f6c;64add0ea;812bad84;02f5294b	Mutation owner changes revision so viewport cannot reuse stale content	current_done	c9710d81;b5f237d4;03df2681;8f7ed0e1;1615aa56;11ae5078;4399e9dd;1aaa9b01;812bad84 (see linked slice evidence)	Viewport cache validity	current_main_mapping_required	Same-length interior replacement and append revision tests	Viewport cache validity	TASK-021
F14	IMPROVEMENTS_PLAN.md;docs/improvements/f14-explicit-tab-control-geometry-and-copy-policy.md	215990ef;abb480ac;c9661f6c;64add0ea;812bad84;02f5294b	Tab/control display geometry and copied text policy explicit	current_done	c9710d81;b5f237d4;03df2681;8f7ed0e1;1615aa56;11ae5078;4399e9dd;1aaa9b01;812bad84 (see linked slice evidence)	Text control corpus	current_main_mapping_required	Paint/cursor/hit/search/copy agree on logical source	Text control corpus	TASK-013;TASK-021
F15	IMPROVEMENTS_PLAN.md;docs/improvements/f15-incremental-live-output-work-measured-separately-from-idle-redraw.md	215990ef;abb480ac;c9661f6c;64add0ea;812bad84;02f5294b	Measure dirty append work separately from unchanged viewport redraw	current_done	c9710d81;b5f237d4;03df2681;8f7ed0e1;1615aa56;11ae5078;4399e9dd;1aaa9b01;812bad84 (see linked slice evidence)	Viewport append perf	current_main_mapping_required	No hidden full-document scan under warm-only proof	Viewport append perf	TASK-021;TASK-067
F16	IMPROVEMENTS_PLAN.md;docs/improvements/f16-reach-every-showcase-section-at-supported-sizes.md	215990ef;abb480ac;c9661f6c;64add0ea;812bad84;02f5294b	All Showcase sections reachable at supported sizes	deferred_not_selected_oracle_preserved	not established	Showcase section journeys	historical_proposal_not_current_product_gate	Preserve exact source fixed/clipped Inputs Buttons TextAreas layouts and absent narrow-size control geometry; do not add compact switching scrolling or a reveal route from the deferred proposal	Source-qualified present and absent controls plus unchanged focus drafts and full app frames	TASK-032;TASK-033;TASK-039
F17	IMPROVEMENTS_PLAN.md;docs/improvements/f17-empty-allocations-emit-nothing.md	215990ef;abb480ac;c9661f6c;64add0ea;812bad84;02f5294b	Empty allocations paint/register nothing	later_open	not established	Component containment	current_main_mapping_required	Zero/tiny nested containment with sentinel surroundings	Component containment	TASK-012;TASK-031
F18	IMPROVEMENTS_PLAN.md;docs/improvements/f18-distinguish-read-only-from-disabled.md	215990ef;abb480ac;c9661f6c;64add0ea;812bad84;02f5294b	Read-only interaction remains distinct from disabled	deferred_fixture_correction_not_selected_shared_contract_retained	not established	Read-only conformance and source disabled fixture	historical_proposal_not_current_product_gate	Keep modern disabled versus readonly API distinction; preserve Showcase TextAreas original Read-only transcript label with disabled dim inert unfocusable configuration; no relabel replacement or new navigation from deferred F18	Separate generic readonly navigation/copy/nonmutation proof from exact source disabled fixture frames and no-focus observations	TASK-016;TASK-022;TASK-033
F19	IMPROVEMENTS_PLAN.md;docs/improvements/f19-keyboard-selection-in-the-existing-textviewport.md	215990ef;abb480ac;c9661f6c;64add0ea;812bad84;02f5294b	Keyboard selection/copy in existing Viewport inherited by Diff	current_done	c9710d81;b5f237d4;03df2681;8f7ed0e1;1615aa56;11ae5078;4399e9dd;1aaa9b01;812bad84 (see linked slice evidence)	Viewport and Diff keyboard	current_main_mapping_required	Selection anchors/Unicode/copy through owner flow	Viewport and Diff keyboard	TASK-026
F20	IMPROVEMENTS_PLAN.md;docs/improvements/f20-find-in-read-only-output-through-existing-composition.md	215990ef;abb480ac;c9661f6c;64add0ea;812bad84;02f5294b	Read-only output search through existing composed controls	source_Holla_find_preserved_Jackin_extension_deferred	c9710d81;b5f237d4;03df2681;8f7ed0e1;1615aa56;11ae5078;4399e9dd;1aaa9b01;812bad84 (see linked slice evidence)	Holla Files preview and Activity output find; shared text matching and Viewport marks	source_present_Holla_behavior_requires_main_restoration	Restore source Holla Files preview and Activity output query match navigation marks reveal follow and revision behavior; Files ModeFind paste edits outer filename query before preview find, Browse preview-find paste uses trimmed query; no Jackin Inspect snapshot or new cross-app controller search from Deferred F20; preserve separate existing generic CodeEditor find	Exact Holla Files Browse-versus-Find paste recipient and Activity output query match/copy/follow/eviction journeys; shared match-to-source mapping; no invented Jackin search parity	TASK-013;TASK-021;TASK-025;TASK-026;TASK-042;TASK-044;TASK-050
F21	IMPROVEMENTS_PLAN.md;docs/improvements/f21-restore-terminal-state-for-supported-job-control-suspension.md	215990ef;abb480ac;c9661f6c;64add0ea;812bad84;02f5294b	Runtime owns terminal restoration on supported suspension/resume	current_done	c9710d81;b5f237d4;03df2681;8f7ed0e1;1615aa56;11ae5078;4399e9dd;1aaa9b01;812bad84 (see linked slice evidence)	SIGTSTP/SIGCONT lifecycle	current_main_mapping_required	Actual owned PTY signal/session proof, no model-only substitute	SIGTSTP/SIGCONT lifecycle	TASK-009
F22	IMPROVEMENTS_PLAN.md;docs/improvements/f22-separate-rasterizer-fidelity-from-terminal-correctness.md	215990ef;abb480ac;c9661f6c;64add0ea;812bad84;02f5294b	Rasterizer/canonical frame/emitted ANSI/terminal inspection remain distinct evidence	current_done	c9710d81;b5f237d4;03df2681;8f7ed0e1;1615aa56;11ae5078;4399e9dd;1aaa9b01;812bad84 (see linked slice evidence)	renderer qualification	current_main_mapping_required	Single grapheme/cell geometry and provenance; no PNG-only proof	renderer qualification	TASK-001;TASK-069;TASK-070
F23a	IMPROVEMENTS_PLAN.md;docs/improvements/f23a-state-reachability-design-d4.md	215990ef;abb480ac;c9661f6c;64add0ea;812bad84;02f5294b	Every declared state reachable through deterministic application events	current_holla_done_later_showcase_open	c9710d81;b5f237d4;03df2681;8f7ed0e1;1615aa56;11ae5078;4399e9dd;1aaa9b01;812bad84 (see linked slice evidence)	state graph	current_main_mapping_required	No synthetic snapshot-only state coverage	state graph	TASK-032;TASK-039;TASK-040;TASK-050;TASK-051;TASK-057;TASK-058;TASK-064
F23b	IMPROVEMENTS_PLAN.md;docs/improvements/f23b-lifecycle-v01-v02.md	215990ef;abb480ac;c9661f6c;64add0ea;812bad84;02f5294b	Terminal lifecycle proves declared exit/error/panic/startup paths	current_done	c9710d81;b5f237d4;03df2681;8f7ed0e1;1615aa56;11ae5078;4399e9dd;1aaa9b01;812bad84 (see linked slice evidence)	owned PTY lifecycle	current_main_mapping_required	Enumerate actual exercised exits and restoration	owned PTY lifecycle	TASK-009
F23c	IMPROVEMENTS_PLAN.md;docs/improvements/f23c-event-freshness-resize-v03.md	215990ef;abb480ac;c9661f6c;64add0ea;812bad84;02f5294b	Queued input observes current owner/geometry through resize	current_holla_done_later_apps_open	c9710d81;b5f237d4;03df2681;8f7ed0e1;1615aa56;11ae5078;4399e9dd;1aaa9b01;812bad84 (see linked slice evidence)	freshness PTY and runtime	current_main_mapping_required	Before/after first render and resize event sequences	freshness PTY and runtime	TASK-010
F23d	IMPROVEMENTS_PLAN.md;docs/improvements/f23d-input-flood-fairness-v04.md	215990ef;abb480ac;c9661f6c;64add0ea;812bad84;02f5294b	Input floods cannot starve work or advance simulated time incorrectly	current_done	c9710d81;b5f237d4;03df2681;8f7ed0e1;1615aa56;11ae5078;4399e9dd;1aaa9b01;812bad84 (see linked slice evidence)	input flood	current_main_mapping_required	Bounded fairness and deterministic clock assertions	input flood	TASK-009;TASK-010;TASK-044
F23e	IMPROVEMENTS_PLAN.md;docs/improvements/f23e-dirty-idle-performance-v05.md	215990ef;abb480ac;c9661f6c;64add0ea;812bad84;02f5294b	Dirty/idle rendering and production collection workloads separately measured	current_holla_done_later_collections_open	c9710d81;b5f237d4;03df2681;8f7ed0e1;1615aa56;11ae5078;4399e9dd;1aaa9b01;812bad84 (see linked slice evidence)	app and collection perf	current_main_mapping_required	No idle-only performance completion claim	app and collection perf	TASK-067
F23f	IMPROVEMENTS_PLAN.md;docs/improvements/f23f-rendering-color-compatibility-v06-v07.md	215990ef;abb480ac;c9661f6c;64add0ea;812bad84;02f5294b	All capabilities and terminal paths have correct rendered evidence	current_holla_done_later_apps_open	c9710d81;b5f237d4;03df2681;8f7ed0e1;1615aa56;11ae5078;4399e9dd;1aaa9b01;812bad84 (see linked slice evidence)	capability environment matrix	current_main_mapping_required	Actual NO_COLOR separate from mono theme selection	capability environment matrix	TASK-069
F23g	IMPROVEMENTS_PLAN.md;docs/improvements/f23g-evidence-provenance-v08.md	215990ef;abb480ac;c9661f6c;64add0ea;812bad84;02f5294b	Evidence bound to immutable source/tool/binary/environment	current_holla_done_later_historical_open	c9710d81;b5f237d4;03df2681;8f7ed0e1;1615aa56;11ae5078;4399e9dd;1aaa9b01;812bad84 (see linked slice evidence)	provenance validation	current_main_mapping_required	No stale or missing historical app evidence accepted	provenance validation	TASK-069;TASK-070
F23h	IMPROVEMENTS_PLAN.md;docs/improvements/f23h-precise-subsidiary-regressions-v09.md	215990ef;abb480ac;c9661f6c;64add0ea;812bad84;02f5294b	Retain exact actual-paste, modifier, drag and search regression inputs	current_holla_done_later_editors_open	c9710d81;b5f237d4;03df2681;8f7ed0e1;1615aa56;11ae5078;4399e9dd;1aaa9b01;812bad84 (see linked slice evidence)	input regression corpus	current_main_mapping_required	Do not widen claim from Ctrl+Enter to all modifiers or wheel to drag	input regression corpus	TASK-066;TASK-069
HP01	IMPROVEMENTS_PLAN.md;docs/improvements/hp01-adaptive-discovery-and-stable-action-identity.md	215990ef;abb480ac;c9661f6c;64add0ea;812bad84;02f5294b	Discovery and stable action identity	simulation_done_operations_deferred	c9710d81;b5f237d4;03df2681;8f7ed0e1;1615aa56;11ae5078;4399e9dd;1aaa9b01;812bad84 (see linked slice evidence)	Holla discovery	current_main_mapping_required	Port simulated reachability; no live executable/daemon providers	Holla discovery	TASK-041;TASK-049
HP02	IMPROVEMENTS_PLAN.md;docs/improvements/hp02-search-query-editing-and-durable-usage-learning.md	215990ef;abb480ac;c9661f6c;64add0ea;812bad84;02f5294b	Search and remembered choices	simulation_done_operations_deferred	c9710d81;b5f237d4;03df2681;8f7ed0e1;1615aa56;11ae5078;4399e9dd;1aaa9b01;812bad84 (see linked slice evidence)	Holla search/learning	current_main_mapping_required	Port deterministic state; no durable filesystem usage store	Holla search/learning	TASK-041;TASK-044
HP03	IMPROVEMENTS_PLAN.md;docs/improvements/hp03-find-files-and-perform-resource-actions.md	215990ef;abb480ac;c9661f6c;64add0ea;812bad84;02f5294b	Find resources and perform simulated actions	simulation_done_operations_deferred	c9710d81;b5f237d4;03df2681;8f7ed0e1;1615aa56;11ae5078;4399e9dd;1aaa9b01;812bad84 (see linked slice evidence)	Holla file search	current_main_mapping_required	Port routes/selection/actions; no real home index/OS clipboard	Holla file search	TASK-042;TASK-044;TASK-048
HP04	IMPROVEMENTS_PLAN.md;docs/improvements/hp04-browse-folders-and-safely-preview-files.md	215990ef;abb480ac;c9661f6c;64add0ea;812bad84;02f5294b	Folder browser and safe preview states	simulation_done_operations_deferred	c9710d81;b5f237d4;03df2681;8f7ed0e1;1615aa56;11ae5078;4399e9dd;1aaa9b01;812bad84 (see linked slice evidence)	Holla browser	current_main_mapping_required	Port previews/identity; no real filesystem traversal/reads	Holla browser	TASK-042
HP05	IMPROVEMENTS_PLAN.md;docs/improvements/hp05-current-repository-git-operations.md	215990ef;abb480ac;c9661f6c;64add0ea;812bad84;02f5294b	Git status/pull/push simulated outcomes	simulation_done_operations_deferred	c9710d81;b5f237d4;03df2681;8f7ed0e1;1615aa56;11ae5078;4399e9dd;1aaa9b01;812bad84 (see linked slice evidence)	Holla git	current_main_mapping_required	Port current repository operation flows; no real git	Holla git	TASK-047
HP06	IMPROVEMENTS_PLAN.md;docs/improvements/hp06-repository-batches-mirrors-and-hygiene.md	215990ef;abb480ac;c9661f6c;64add0ea;812bad84;02f5294b	Batch repository and hygiene simulated flows	simulation_done_operations_deferred	c9710d81;b5f237d4;03df2681;8f7ed0e1;1615aa56;11ae5078;4399e9dd;1aaa9b01;812bad84 (see linked slice evidence)	Holla batches	current_main_mapping_required	Port outcomes and checks; no real branch/worktree deletion	Holla batches	TASK-047
HP07	IMPROVEMENTS_PLAN.md;docs/improvements/hp07-native-project-task-adapters.md	215990ef;abb480ac;c9661f6c;64add0ea;812bad84;02f5294b	Project task choices	simulation_done_operations_deferred	c9710d81;b5f237d4;03df2681;8f7ed0e1;1615aa56;11ae5078;4399e9dd;1aaa9b01;812bad84 (see linked slice evidence)	Holla tasks	current_main_mapping_required	Port simulated manifests/options; no external task execution	Holla tasks	TASK-047
HP08	IMPROVEMENTS_PLAN.md;docs/improvements/hp08-cargo-build-test-lint-and-clean.md	215990ef;abb480ac;c9661f6c;64add0ea;812bad84;02f5294b	Cargo choices/results	simulation_done_operations_deferred	c9710d81;b5f237d4;03df2681;8f7ed0e1;1615aa56;11ae5078;4399e9dd;1aaa9b01;812bad84 (see linked slice evidence)	Holla cargo	current_main_mapping_required	Port modeled progress/outcomes; no process execution/cleanup	Holla cargo	TASK-047
HP09	IMPROVEMENTS_PLAN.md;docs/improvements/hp09-docker-and-compose-outcomes.md	215990ef;abb480ac;c9661f6c;64add0ea;812bad84;02f5294b	Docker/Compose states and outcomes	simulation_done_operations_deferred	c9710d81;b5f237d4;03df2681;8f7ed0e1;1615aa56;11ae5078;4399e9dd;1aaa9b01;812bad84 (see linked slice evidence)	Holla Docker	current_main_mapping_required	Port daemon/log/destructive review simulations	Holla Docker	TASK-048
HP10	IMPROVEMENTS_PLAN.md;docs/improvements/hp10-homebrew-service-lifecycle.md	215990ef;abb480ac;c9661f6c;64add0ea;812bad84;02f5294b	Homebrew service controls	simulation_done_operations_deferred	c9710d81;b5f237d4;03df2681;8f7ed0e1;1615aa56;11ae5078;4399e9dd;1aaa9b01;812bad84 (see linked slice evidence)	Holla services	current_main_mapping_required	Port statuses and action eligibility; no brew commands	Holla services	TASK-048
HP11	IMPROVEMENTS_PLAN.md;docs/improvements/hp11-gradle-tasks-daemon-and-recursive-cleanup.md	215990ef;abb480ac;c9661f6c;64add0ea;812bad84;02f5294b	Gradle tasks/daemon/cleanup review	simulation_done_operations_deferred	c9710d81;b5f237d4;03df2681;8f7ed0e1;1615aa56;11ae5078;4399e9dd;1aaa9b01;812bad84 (see linked slice evidence)	Holla Gradle	current_main_mapping_required	Port review identities/progress; no host process/filesystem changes	Holla Gradle	TASK-047
HP12	IMPROVEMENTS_PLAN.md;docs/improvements/hp12-intellij-metadata-cleanup.md	215990ef;abb480ac;c9661f6c;64add0ea;812bad84;02f5294b	IntelliJ cleanup review	simulation_done_operations_deferred	c9710d81;b5f237d4;03df2681;8f7ed0e1;1615aa56;11ae5078;4399e9dd;1aaa9b01;812bad84 (see linked slice evidence)	Holla IDEA	current_main_mapping_required	Port metadata selection/authorization; no Trash executor	Holla IDEA	TASK-047
HP13	IMPROVEMENTS_PLAN.md;docs/improvements/hp13-all-legacy-upgrade-managers.md	215990ef;abb480ac;c9661f6c;64add0ea;812bad84;02f5294b	Upgrade plans and standalone actions	simulation_done_operations_deferred	c9710d81;b5f237d4;03df2681;8f7ed0e1;1615aa56;11ae5078;4399e9dd;1aaa9b01;812bad84 (see linked slice evidence)	Holla upgrade	current_main_mapping_required	Port every represented manager choice/outcome	Holla upgrade	TASK-049
HP14	IMPROVEMENTS_PLAN.md;docs/improvements/hp14-task-execution-output-and-results.md	215990ef;abb480ac;c9661f6c;64add0ea;812bad84;02f5294b	Activity output and truthful results	simulation_done_operations_deferred	c9710d81;b5f237d4;03df2681;8f7ed0e1;1615aa56;11ae5078;4399e9dd;1aaa9b01;812bad84 (see linked slice evidence)	Holla activity	current_main_mapping_required	Port typed outcomes, retained output, status and aggregate state	Holla activity	TASK-044;TASK-047
HP15	IMPROVEMENTS_PLAN.md;docs/improvements/hp15-runtime-input-cancellation-and-terminal-ownership.md	215990ef;abb480ac;c9661f6c;64add0ea;812bad84;02f5294b	Prompt input/cancellation/terminal ownership UX	simulation_done_operations_deferred	c9710d81;b5f237d4;03df2681;8f7ed0e1;1615aa56;11ae5078;4399e9dd;1aaa9b01;812bad84 (see linked slice evidence)	Holla prompt/cancel	current_main_mapping_required	Port input prompts and cleanup; no child process PTY executor	Holla prompt/cancel	TASK-044
HP16	IMPROVEMENTS_PLAN.md;docs/improvements/hp16-cli-list-run-and-doctor-contract.md	215990ef;abb480ac;c9661f6c;64add0ea;812bad84;02f5294b	Full CLI list/run/doctor	entirely_deferred	not established	CLI scope boundary	current_main_mapping_required	Do not expand refactor into production CLI development; preserve existing preview CLI	CLI scope boundary	TASK-040
HP17	IMPROVEMENTS_PLAN.md;docs/improvements/hp17-custom-actions-configuration-and-trust.md	215990ef;abb480ac;c9661f6c;64add0ea;812bad84;02f5294b	Custom action/trust review	simulation_done_operations_deferred	c9710d81;b5f237d4;03df2681;8f7ed0e1;1615aa56;11ae5078;4399e9dd;1aaa9b01;812bad84 (see linked slice evidence)	Holla trust	current_main_mapping_required	Port trust states/approvals; no live configuration/persistence	Holla trust	TASK-043;TASK-049
HP18	IMPROVEMENTS_PLAN.md;docs/improvements/hp18-disk-measurement-progress-and-cache.md	215990ef;abb480ac;c9661f6c;64add0ea;812bad84;02f5294b	Disk scan progress/cache states	simulation_done_operations_deferred	c9710d81;b5f237d4;03df2681;8f7ed0e1;1615aa56;11ae5078;4399e9dd;1aaa9b01;812bad84 (see linked slice evidence)	Holla disk scan	current_main_mapping_required	Port simulated scan/cache; no physical measurements	Holla disk scan	TASK-045
HP19	IMPROVEMENTS_PLAN.md;docs/improvements/hp19-disk-tree-top-files-and-selection.md	215990ef;abb480ac;c9661f6c;64add0ea;812bad84;02f5294b	Disk tree/top files/selection	simulation_done_operations_deferred	c9710d81;b5f237d4;03df2681;8f7ed0e1;1615aa56;11ae5078;4399e9dd;1aaa9b01;812bad84 (see linked slice evidence)	Holla disk tree	current_main_mapping_required	Port stable data presentation and navigation	Holla disk tree	TASK-045;TASK-046
HP20	IMPROVEMENTS_PLAN.md;docs/improvements/hp20-complete-cleanup-insight-taxonomy-and-guards.md	215990ef;abb480ac;c9661f6c;64add0ea;812bad84;02f5294b	Cleanup taxonomy and eligibility	simulation_done_operations_deferred	c9710d81;b5f237d4;03df2681;8f7ed0e1;1615aa56;11ae5078;4399e9dd;1aaa9b01;812bad84 (see linked slice evidence)	Holla cleanup choices	current_main_mapping_required	Port all represented categories and safe selection	Holla cleanup choices	TASK-046
HP21	IMPROVEMENTS_PLAN.md;docs/improvements/hp21-deletion-authorization-dry-run-and-recovery-mode.md	215990ef;abb480ac;c9661f6c;64add0ea;812bad84;02f5294b	Cleanup gates/dry-run/recovery	simulation_done_operations_deferred	c9710d81;b5f237d4;03df2681;8f7ed0e1;1615aa56;11ae5078;4399e9dd;1aaa9b01;812bad84 (see linked slice evidence)	Holla cleanup guards	current_main_mapping_required	Port target-bound authorization and modes; no filesystem deletion	Holla cleanup guards	TASK-046
HP22	IMPROVEMENTS_PLAN.md;docs/improvements/hp22-cleanup-ownership-outcomes-and-operation-log.md	215990ef;abb480ac;c9661f6c;64add0ea;812bad84;02f5294b	Cleanup progress/results/logs	simulation_done_operations_deferred	c9710d81;b5f237d4;03df2681;8f7ed0e1;1615aa56;11ae5078;4399e9dd;1aaa9b01;812bad84 (see linked slice evidence)	Holla cleanup progress	current_main_mapping_required	Port world-owned cleanup job and truthful outcomes; no durable log writes	Holla cleanup progress	TASK-046
HP23	IMPROVEMENTS_PLAN.md;docs/improvements/hp23-platform-and-terminal-capability-contract.md	215990ef;abb480ac;c9661f6c;64add0ea;812bad84;02f5294b	Platform-aware prototype coverage	simulation_done_operations_deferred	c9710d81;b5f237d4;03df2681;8f7ed0e1;1615aa56;11ae5078;4399e9dd;1aaa9b01;812bad84 (see linked slice evidence)	Holla platform states	current_main_mapping_required	Port platform fixtures; no new live OS adapters	Holla platform states	TASK-045;TASK-046;TASK-048;TASK-049;TASK-050
O01	docs/improvements-plan-reference.md	215990ef;abb480ac;c9661f6c;64add0ea;812bad84;02f5294b	Real async ownership; generic worker extraction proposal	retired	not established	rejected design ledger	current_main_mapping_required	Keep concrete task ownership/cancellation/stale-result/shutdown obligations	rejected design ledger	TASK-044
O02	docs/improvements-plan-reference.md	215990ef;abb480ac;c9661f6c;64add0ea;812bad84;02f5294b	Generic Widget/Theme/glyph framework proposal	retired	not established	rejected design ledger	current_main_mapping_required	Do not implement as improvement-plan work; accepted main architecture governs reuse	rejected design ledger	TASK-065
O03	docs/improvements-plan-reference.md	215990ef;abb480ac;c9661f6c;64add0ea;812bad84;02f5294b	New generic keyed-collection framework proposal	retired	not established	rejected design ledger	current_main_mapping_required	Solve required identity through accepted main collections	rejected design ledger	TASK-020
O06	docs/improvements-plan-reference.md	215990ef;abb480ac;c9661f6c;64add0ea;812bad84;02f5294b	Generic container/modal framework proposal	retired	not established	rejected design ledger	current_main_mapping_required	Use accepted runtime/layer/container architecture	rejected design ledger	TASK-017
O04	docs/improvements-plan-reference.md	215990ef;abb480ac;c9661f6c;64add0ea;812bad84;02f5294b	Matrix paste	conditional_not_selected	not established	scope disposition	current_main_mapping_required	No extra product feature unless required to reproduce oracle	scope disposition	TASK-022
O05	docs/improvements-plan-reference.md	215990ef;abb480ac;c9661f6c;64add0ea;812bad84;02f5294b	Terminal extensions/OS clipboard	conditional_not_selected	not established	scope disposition	current_main_mapping_required	Preserve existing interface without adding live integration	scope disposition	TASK-009
O07	docs/improvements-plan-reference.md	215990ef;abb480ac;c9661f6c;64add0ea;812bad84;02f5294b	Read-only field API proposal	conditional_not_selected	not established	scope disposition	current_main_mapping_required	Accepted architecture invariants still apply; no unsolicited new product behavior	scope disposition	TASK-016
P01	git commits 53b8212f;e4866ce4;92d91629;02f5294b	215990ef;abb480ac;c9661f6c;64add0ea;812bad84;02f5294b	One click focuses and starts text editing at pointer; Grid cells click-to-edit	oracle_behavior_binding	not established	all field click flows	current_main_mapping_required	53b8212f/e4866ce4 implementation must be expressed through main runtime	all field click flows	TASK-016;TASK-022
P02	git commits 53b8212f;e4866ce4;92d91629;02f5294b	215990ef;abb480ac;c9661f6c;64add0ea;812bad84;02f5294b	Scrollable content fades toward hidden rows	oracle_behavior_binding	not established	scroll fade matrix	current_main_mapping_required	92d91629 edge fade cells/styles at top/middle/bottom and resize	scroll fade matrix	TASK-014
P03	git commits 53b8212f;e4866ce4;92d91629;02f5294b	215990ef;abb480ac;c9661f6c;64add0ea;812bad84;02f5294b	Truthful model-boundary scrolling and every container uses shared bounds	oracle_behavior_binding	not established	scroll model and app journey matrix	current_main_mapping_required	02f5294b exact extent/offset/viewport/reveal/clamp behavior	scroll model and app journey matrix	TASK-014
