id	fixture	sizes	actions	checkpoints	oracle_source	existing_evidence	component_dependencies	status
HO-ROUTE-29	exact pinned test fixture	80x24,100x30,120x40,160x50	ROUTE(src/bin/holla/app_tests_rows.rs::ld022_to_ld047_the_category_table_matches_the_legacy_contract); run the unchanged source-native seed at its original dimensions; separately materialize four-size oracle transcripts under holla-route-expansion.md with complete assertion/coordinate mapping	all reached original assertions pass in the unchanged native seed; resized assertions/coordinates follow the protected source-qualified map; full checkpoints after every input draw and tick batch; fixture mutations recorded	src/bin/holla/app_tests_rows.rs:432	measured test included in 143-pass binary suite; full-cell baseline still required	route-specific; see holla.md surface matrix	planned-baseline; main migrated subset differs; full oracle replay required
HO-ROUTE-30	exact pinned test fixture	80x24,100x30,120x40,160x50	ROUTE(src/bin/holla/app_tests_rows.rs::ld053_ld054_every_protected_root_and_user_path_is_denied_by_name); run the unchanged source-native seed at its original dimensions; separately materialize four-size oracle transcripts under holla-route-expansion.md with complete assertion/coordinate mapping	all reached original assertions pass in the unchanged native seed; resized assertions/coordinates follow the protected source-qualified map; full checkpoints after every input draw and tick batch; fixture mutations recorded	src/bin/holla/app_tests_rows.rs:616	measured test included in 143-pass binary suite; full-cell baseline still required	route-specific; see holla.md surface matrix	planned-baseline; main migrated subset differs; full oracle replay required
HO-ROUTE-31	exact pinned test fixture	80x24,100x30,120x40,160x50	ROUTE(src/bin/holla/app_tests_rows.rs::one_click_on_an_argument_field_starts_editing_at_the_pointer); run the unchanged source-native seed at its original dimensions; separately materialize four-size oracle transcripts under holla-route-expansion.md with complete assertion/coordinate mapping	all reached original assertions pass in the unchanged native seed; resized assertions/coordinates follow the protected source-qualified map; full checkpoints after every input draw and tick batch; fixture mutations recorded	src/bin/holla/app_tests_rows.rs:665	measured test included in 143-pass binary suite; full-cell baseline still required	route-specific; see holla.md surface matrix	planned-baseline; main migrated subset differs; full oracle replay required
HO-ROUTE-32	exact pinned test fixture	80x24,100x30,120x40,160x50	ROUTE(src/bin/holla/app_tests_rows.rs::scrolled_output_fades_toward_the_hidden_lines_and_clears_at_the_edges); run the unchanged source-native seed at its original dimensions; separately materialize four-size oracle transcripts under holla-route-expansion.md with complete assertion/coordinate mapping	all reached original assertions pass in the unchanged native seed; resized assertions/coordinates follow the protected source-qualified map; full checkpoints after every input draw and tick batch; fixture mutations recorded	src/bin/holla/app_tests_rows.rs:703	measured test included in 143-pass binary suite; full-cell baseline still required	route-specific; see holla.md surface matrix	planned-baseline; main migrated subset differs; full oracle replay required
HO-ROUTE-33	exact pinned test fixture	80x24,100x30,120x40,160x50	ROUTE(src/bin/holla/app_tests_rows.rs::the_cursor_row_of_a_scrolled_list_is_never_faded); run the unchanged source-native seed at its original dimensions; separately materialize four-size oracle transcripts under holla-route-expansion.md with complete assertion/coordinate mapping	all reached original assertions pass in the unchanged native seed; resized assertions/coordinates follow the protected source-qualified map; full checkpoints after every input draw and tick batch; fixture mutations recorded	src/bin/holla/app_tests_rows.rs:734	measured test included in 143-pass binary suite; full-cell baseline still required	route-specific; see holla.md surface matrix	planned-baseline; main migrated subset differs; full oracle replay required
HO-ROUTE-34	exact pinned test fixture	80x24,100x30,120x40,160x50	ROUTE(src/bin/holla/app_tests_proofs.rs::inventory_reaches_every_state_with_its_focus_owner_at_every_size_and_palette); run the unchanged source-native seed at its original dimensions; separately materialize four-size oracle transcripts under holla-route-expansion.md with complete assertion/coordinate mapping	all reached original assertions pass in the unchanged native seed; resized assertions/coordinates follow the protected source-qualified map; full checkpoints after every input draw and tick batch; fixture mutations recorded	src/bin/holla/app_tests_proofs.rs:288	measured test included in 143-pass binary suite; full-cell baseline still required	route-specific; see holla.md surface matrix	planned-baseline; main migrated subset differs; full oracle replay required
HO-ROUTE-35	exact pinned test fixture	80x24,100x30,120x40,160x50	ROUTE(src/bin/holla/app_tests_proofs.rs::batched_and_separated_event_sequences_agree_on_focus_hits_drafts_and_cursor); run the unchanged source-native seed at its original dimensions; separately materialize four-size oracle transcripts under holla-route-expansion.md with complete assertion/coordinate mapping	all reached original assertions pass in the unchanged native seed; resized assertions/coordinates follow the protected source-qualified map; full checkpoints after every input draw and tick batch; fixture mutations recorded	src/bin/holla/app_tests_proofs.rs:428	measured test included in 143-pass binary suite; full-cell baseline still required	route-specific; see holla.md surface matrix	planned-baseline; main migrated subset differs; full oracle replay required
HO-ROUTE-36	exact pinned test fixture	80x24,100x30,120x40,160x50	ROUTE(src/bin/holla/app_tests_proofs.rs::resize_below_minimum_then_normal_then_wide_then_minimum_keeps_every_state_consistent); run the unchanged source-native seed at its original dimensions; separately materialize four-size oracle transcripts under holla-route-expansion.md with complete assertion/coordinate mapping	all reached original assertions pass in the unchanged native seed; resized assertions/coordinates follow the protected source-qualified map; full checkpoints after every input draw and tick batch; fixture mutations recorded	src/bin/holla/app_tests_proofs.rs:471	measured test included in 143-pass binary suite; full-cell baseline still required	route-specific; see holla.md surface matrix	planned-baseline; main migrated subset differs; full oracle replay required
HO-ROUTE-37	exact pinned test fixture	80x24,100x30,120x40,160x50	ROUTE(src/bin/holla/app_tests_proofs.rs::a_finite_flood_of_ignored_input_never_starves_the_tick_check); run the unchanged source-native seed at its original dimensions; separately materialize four-size oracle transcripts under holla-route-expansion.md with complete assertion/coordinate mapping	all reached original assertions pass in the unchanged native seed; resized assertions/coordinates follow the protected source-qualified map; full checkpoints after every input draw and tick batch; fixture mutations recorded	src/bin/holla/app_tests_proofs.rs:537	measured test included in 143-pass binary suite; full-cell baseline still required	route-specific; see holla.md surface matrix	planned-baseline; main migrated subset differs; full oracle replay required
HO-ROUTE-38	exact pinned test fixture	80x24,100x30,120x40,160x50	ROUTE(src/bin/holla/app_tests_proofs.rs::a_burst_of_output_is_appended_not_rebuilt_and_equals_a_fresh_layout); run the unchanged source-native seed at its original dimensions; separately materialize four-size oracle transcripts under holla-route-expansion.md with complete assertion/coordinate mapping	all reached original assertions pass in the unchanged native seed; resized assertions/coordinates follow the protected source-qualified map; full checkpoints after every input draw and tick batch; fixture mutations recorded	src/bin/holla/app_tests_proofs.rs:593	measured test included in 143-pass binary suite; full-cell baseline still required	route-specific; see holla.md surface matrix	planned-baseline; main migrated subset differs; full oracle replay required
HO-ROUTE-39	exact pinned test fixture	80x24,100x30,120x40,160x50	ROUTE(src/bin/holla/app_tests_proofs.rs::idle_ticks_rebuild_nothing_on_the_finder_and_the_disk_tree); run the unchanged source-native seed at its original dimensions; separately materialize four-size oracle transcripts under holla-route-expansion.md with complete assertion/coordinate mapping	all reached original assertions pass in the unchanged native seed; resized assertions/coordinates follow the protected source-qualified map; full checkpoints after every input draw and tick batch; fixture mutations recorded	src/bin/holla/app_tests_proofs.rs:675	measured test included in 143-pass binary suite; full-cell baseline still required	route-specific; see holla.md surface matrix	planned-baseline; main migrated subset differs; full oracle replay required
HO-ROUTE-40	exact pinned test fixture	80x24,100x30,120x40,160x50	ROUTE(src/bin/holla/app_tests_proofs.rs::facts_page_takes_an_actual_paste_into_the_editing_field_only); run the unchanged source-native seed at its original dimensions; separately materialize four-size oracle transcripts under holla-route-expansion.md with complete assertion/coordinate mapping	all reached original assertions pass in the unchanged native seed; resized assertions/coordinates follow the protected source-qualified map; full checkpoints after every input draw and tick batch; fixture mutations recorded	src/bin/holla/app_tests_proofs.rs:731	measured test included in 143-pass binary suite; full-cell baseline still required	route-specific; see holla.md surface matrix	planned-baseline; main migrated subset differs; full oracle replay required
HO-ROUTE-41	exact pinned test fixture	80x24,100x30,120x40,160x50	ROUTE(src/bin/holla/app_tests_proofs.rs::enter_with_modifiers_maps_to_exact_picker_and_finder_semantics); run the unchanged source-native seed at its original dimensions; separately materialize four-size oracle transcripts under holla-route-expansion.md with complete assertion/coordinate mapping	all reached original assertions pass in the unchanged native seed; resized assertions/coordinates follow the protected source-qualified map; full checkpoints after every input draw and tick batch; fixture mutations recorded	src/bin/holla/app_tests_proofs.rs:757	measured test included in 143-pass binary suite; full-cell baseline still required	route-specific; see holla.md surface matrix	planned-baseline; main migrated subset differs; full oracle replay required
HO-ROUTE-42	exact pinned test fixture	80x24,100x30,120x40,160x50	ROUTE(src/bin/holla/app_tests_proofs.rs::output_scrollbar_press_and_drag_redraw_and_find_index_resets_on_a_new_query); run the unchanged source-native seed at its original dimensions; separately materialize four-size oracle transcripts under holla-route-expansion.md with complete assertion/coordinate mapping	all reached original assertions pass in the unchanged native seed; resized assertions/coordinates follow the protected source-qualified map; full checkpoints after every input draw and tick batch; fixture mutations recorded	src/bin/holla/app_tests_proofs.rs:786	measured test included in 143-pass binary suite; full-cell baseline still required	route-specific; see holla.md surface matrix	planned-baseline; main migrated subset differs; full oracle replay required
HO-SHELL	first-use	80x24,100x30,120x40,160x50	NEW(first-use,Paused,40); Tab until original focus repeats; BackTab reverse; KEY(Alt+9); KEY(Esc)	complete focus ring/menu/tab/screen hints; No tab 9 status; terminal exit state	src/bin/holla/app.rs:507	source-defined expansion; baseline not captured	Focus/Tabs/MenuBar/HintBar	planned-baseline; main migrated subset differs; full oracle replay required
HO-MENUS	rust-dirty	80x24,100x30,120x40,160x50	NEW(rust-dirty,Paused,40); F10; Right; Down through every Go row; fresh route per row; Enter; Esc; repeat File and Help; separately expand holla-branch-corrections.md::HO-MENUS branches menu-ctrl-c-captured, menu-ctrl-q-captured, menu-dismiss-ctrl-c-exit and menu-dismiss-ctrl-q-confirm	each menu cursor/disabled/hover/pressed/open/closed frame; Run/Alternatives/Copy/Close/Quit; six grouped pages; Help/Why/About exact result; open MenuBar captures Ctrl+C/Q without exit or Quit modal; after dismissal Ctrl+C actual exit/restoration ends transcript and Ctrl+Q opens cancellable Quit; retain full parent049	src/bin/holla/app.rs:659; src/bin/holla/app.rs:507-565; src/widgets/menu.rs:442	source-defined expansion; baseline not captured	MenuBar/ContextMenu/Dialog/TextModal	planned-baseline; main migrated subset differs; full oracle replay required
HO-QUIT	activities-multi	80x24,100x30,120x40,160x50	ROUTE(app_tests_flows.rs::esc_ladder_and_quit_rules); SWEEP on Quit dialog before accepting	Cancel default; outside capture; stop and quit waits for cancellation; no accidental quit while modal typing	src/bin/holla/app_tests_flows.rs:685	source-defined expansion; baseline not captured	Dialog/Focus/lifecycle	planned-baseline; main migrated subset differs; full oracle replay required
HO-CLOSE	activities-multi	80x24,100x30,120x40,160x50	NEW(activities-multi,Reduced,0); Alt+1; Ctrl+W; checkpoint; Esc; Ctrl+W; Right; Enter; TICKS(20); Alt+0; Ctrl+W	close-running confirmation; cancellation exact oracle outcome; permanent Here tab; tab focus restoration	src/bin/holla/app.rs:507; app.rs::go	source-defined expansion; baseline not captured	Dialog/Tabs/Focus	planned-baseline; main migrated subset differs; full oracle replay required
HO-FINDER-EMPTY	first-use	80x24,100x30,120x40,160x50	NEW(first-use,Paused,40); TYPE(zzzz-no-matching-action-zzzz); DRAW; Esc; TYPE(   ); DRAW	empty-result glyph/text/no actionable hits; whitespace query behavior; scope/query/selection preservation	src/bin/holla/screens/finder.rs:1120	source-defined expansion; baseline not captured	EmptyState/ScrollState	planned-baseline; main migrated subset differs; full oracle replay required
HO-FINDER-EDIT	parity-history	80x24,100x30,120x40,160x50	NEW(parity-history,Reduced,0); TICKS(4); TYPE(pull café 👩‍💻); Ctrl+A; TYPE(x); Ctrl+Z; Ctrl+Y; Ctrl+Shift+Z; Ctrl+Backspace; Alt+Backspace; Ctrl+U; PASTE(café 👩‍💻)	exact query edit/undo/redo state and scalar/grapheme cursor; selection render; ranking/current action identity	src/bin/holla/screens/finder.rs:1147; app_tests_parity.rs:200	source-defined expansion; baseline not captured	editing/text/layout	planned-baseline; main migrated subset differs; full oracle replay required
HO-FINDER-SWEEP	hard-cases	80x24,100x30,120x40,160x50	NEW(hard-cases,Paused,40); SWEEP finder list and preview; Tab opens preview; SWEEP preview	top/middle/bottom fades; cursor row unfaded; drawer versus split; query transfer from preview; exact action identity	src/bin/holla/screens/finder.rs:1427; app_tests_rows.rs:734	source-defined expansion; baseline not captured	Panel/ScrollState/fades	planned-baseline; main migrated subset differs; full oracle replay required
HO-PICKER	activities-multi	80x24,100x30,120x40,160x50	NEW(activities-multi,Paused,40); Ctrl+G; TYPE(zzzz-no-match); Backspace; Esc; Ctrl+G; Down; Enter; Ctrl+G; SWEEP picker	query/no matches/choice/focus restoration; modal captures typing/keys/paste/wheel; selected tab identity	src/bin/holla/app.rs:1008,1181	source-defined expansion; baseline not captured	Picker/modal/focus	planned-baseline; main migrated subset differs; full oracle replay required
HO-ACTIVITIES	activities-multi	80x24,100x30,120x40,160x50	ROUTE(app_tests_flows.rs::activities_survive_navigation_and_merged_logs_keep_identity); SWEEP activities picker and each activity	retained activity/stream identity across Here/nav; alive/finished/detached status and tab badges	src/bin/holla/app_tests_flows.rs:246	source-defined expansion; baseline not captured	Tabs/Picker/TextViewport/ChipBar	planned-baseline; main migrated subset differs; full oracle replay required
HO-FILES-ACTIONS	parity-files	80x24,100x30,120x40,160x50	ROUTE(app_tests_parity.rs::hp03_find_files_indexes_home_truthfully_and_resource_actions_are_exact); SWEEP file-action menu	every menu action target stable; simulated argv/path/outcome; copy success/refusal; no real opener	src/bin/holla/screens/files.rs:462	source-defined expansion; baseline not captured	ContextMenu/clipboard fixture	planned-baseline; main migrated subset differs; full oracle replay required
HO-BROWSER	parity-browser	80x24,100x30,120x40,160x50	ROUTE(app_tests_parity.rs::hp04_browser_lists_previews_and_jumps_safely); SWEEP browse list and preview	loading/partial/error/empty/hidden/normal/large/binary/control/symlink previews; parent navigation restores row	src/bin/holla/screens/files.rs:189,309	source-defined expansion; baseline not captured	TextViewport/ScrollState	planned-baseline; main migrated subset differs; full oracle replay required
HO-JUMP	parity-browser	80x24,100x30,120x40,160x50	NEW(parity-browser,Reduced,0); TICKS(4); OPEN(Browse ~/work/site); g; TYPE(~/nowhere); Enter; Ctrl+U; TYPE(~/work); Enter; g; Esc	error remains in same picker; successful path updates breadcrumb/list; cancelled jump restores focus; all intermediate frames	src/bin/holla/screens/files.rs:606; app.rs:1247	source-defined expansion; baseline not captured	Picker/modal/focus	planned-baseline; main migrated subset differs; full oracle replay required
HO-PREVIEW-SELECT	parity-browser	80x24,100x30,120x40,160x50	Expand holla-trace-corrections.md::HO-PREVIEW-SELECT named branches preview-copy-find-live, preview-selection-sweep, preview-ctrl-c-exit and preview-end-selection-noop; retain every source text preview and complete SWEEP; freeze each branch separately; separately expand holla-branch-corrections.md::HO-PREVIEW-SELECT branches files-browse-find-paste, files-mode-find-paste-outer and files-browse-paste-no-find	exact nonempty selection and y clipboard payload; hello match/next/previous/wrap and no-match; independent Ctrl+C real process exit with no post-exit checkpoints; end-caret no-selection/no-copy retained; full frame/cursor/state and wrap offsets; Browse inner paste trims; ModeFind outer paste maps each CR/LF/tab to one space without trim/collapse and leaves loaded preview/find unchanged; no-find Browse paste consumed unchanged; Escape does not enable follow	src/bin/holla/screens/files.rs:1163,1504; src/bin/holla/screens/files.rs:386,439,1329,1393	source-defined expansion; baseline not captured	TextViewport/selection/scroll	planned-baseline; main migrated subset differs; full oracle replay required
HO-ARGS	rust-dirty	80x24,100x30,120x40,160x50	Expand holla-trace-corrections.md::HO-ARGS named PORT-EDIT branches args-insert-fallback, args-valid-replacement, args-required-empty and args-nonnumeric-fallback; source Ctrl+L selects all; every branch starts fresh	exact pointer editing/value/cursor/focus; raw51735173 and abc are accepted nonempty values with display fallback5173; explicit replacement produces raw5173; empty Required refusal stays Args; exact emitted Snapshot kind and command/cwd/host separately from displayed port	src/bin/holla/screens/review.rs:1019; app_tests_rows.rs:665	source-defined expansion; baseline not captured	TextInput/Select/Button/focus	planned-baseline; main migrated subset differs; full oracle replay required
HO-TRUST	parity-custom-actions	80x24,100x30,120x40,160x50	ROUTE(app_tests_parity.rs::hp17_custom_actions_are_exact_argv_reviewed_by_digest_and_never_run_unsaved); SWEEP trust page	initial Cancel; exact digest/path/cwd/argv; changed bytes refusal; save failure no run; accepted current bytes run; all scroll/resize frames	src/bin/holla/app_tests_parity.rs:1731	source-defined expansion; baseline not captured	Button/Panel/ScrollState	planned-baseline; main migrated subset differs; full oracle replay required
HO-GATES	docker-cleanup	80x24,100x30,120x40,160x50	ROUTE(app_tests_flows.rs::docker_cleanup_takes_two_gates_and_revalidates_before_executing); SWEEP each gate before its acceptance	gate1 Cancel/Continue; gate2 acknowledgement/phrase/disabled submit; drift back to gate1; actual outer click capture; full cells	src/bin/holla/app_tests_flows.rs:24; app.rs:1400	source-defined expansion; baseline not captured	Dialog/TextInput/Button/overlay	planned-baseline; main migrated subset differs; full oracle replay required
HO-DOCKER	docker-cleanup	80x24,100x30,120x40,160x50	ROUTE(app_tests_flows.rs::docker_cleanup_takes_two_gates_and_revalidates_before_executing)	every existing assertion plus gate1/gate2/typed/drift/running/done checkpoint; world outcomes	src/bin/holla/app_tests_flows.rs:24	source-defined expansion; baseline not captured	Plan/Dialog/viewport	planned-baseline; main migrated subset differs; full oracle replay required
HO-UPGRADE	upgrade-plan	80x24,100x30,120x40,160x50	ROUTE(app_tests_flows.rs::upgrade_plan_exclusion_recalculates_and_failure_blocks_dependents)	exclusion and dependent change; failures; retry; verification; done output and world effects	src/bin/holla/app_tests_flows.rs:177	source-defined expansion; baseline not captured	Plan/progress/viewport	planned-baseline; main migrated subset differs; full oracle replay required
HO-REMOTE	remote-host	80x24,100x30,120x40,160x50	ROUTE(app_tests_flows.rs::remote_host_is_unmistakable_and_binds_the_phrase_to_the_host); ROUTE(app_tests_flows.rs::quitting_a_remote_host_with_work_running_names_the_box)	production host always named; exact restart host-bound phrase; quit names running host	src/bin/holla/app_tests_flows.rs:462	source-defined expansion; baseline not captured	StatusBar/Dialog/TextInput	planned-baseline; main migrated subset differs; full oracle replay required
HO-PLAN-REVIEW	upgrade-plan	80x24,100x30,120x40,160x50	NEW(upgrade-plan,Paused,0); SWEEP outline; Space; p; SWEEP details; Esc; u; c	optional/excluded/dependent/undo; narrow facts drawer and scroll; confirmation route; no world execution before review	src/bin/holla/screens/plan.rs:545	source-defined expansion; baseline not captured	ScrollState/Button/Panel	planned-baseline; main migrated subset differs; full oracle replay required
HO-PLAN-EXEC	upgrade-plan	80x24,100x30,120x40,160x50	ROUTE(app_tests_flows.rs::upgrade_plan_exclusion_recalculates_and_failure_blocks_dependents); for each running/failed/done checkpoint SWEEP; Enter; z; Esc; f; r; k; x on fresh saved routes	step/output focus, maximize/restore, follow, retry eligibility, cancel/close confirmation, exact no-op behavior	src/bin/holla/screens/plan.rs:1052	source-defined expansion; baseline not captured	TextViewport/ScrollState/Dialog	planned-baseline; main migrated subset differs; full oracle replay required
HO-OUTPUT-SCROLL	parity-executor	80x24,100x30,120x40,160x50	ROUTE(app_tests_parity.rs::hp14_output_streams_are_exact_and_retention_drops_are_stated); SWEEP output at retained burst checkpoint	follow versus scrollback; top/middle/bottom; retention loss; fade colors; scrollbar drag; selection remains logical text	src/bin/holla/app_tests_parity.rs:1511; app_tests_rows.rs:703	source-defined expansion; baseline not captured	TextViewport/scrollbar/fades	planned-baseline; main migrated subset differs; full oracle replay required
HO-OUTPUT-FIND	parity-executor	80x24,100x30,120x40,160x50	NEW(parity-executor,Reduced,0); TICKS(4); RUN(Emit a burst); SETTLE(activity); /; TYPE(line 44); Enter; Down; Up; Backspace; TYPE(zzz); Enter; Esc; separately expand holla-branch-corrections.md::HO-OUTPUT-FIND branches output-find-paste-trim, output-find-escape-keeps-follow-paused, output-find-live-coordinate-reconcile and output-find-empty-no-match	match count/order/marks; next previous wrap; no-match Enter consumed; changed-length native query loses old match tuple and resets index; Escape restores output focus; paste trims fragment without adding a separator; exact surviving visible-line/byte-range tuple retained on recomputation otherwise index0; match reveal pauses follow; Escape clears find without resuming follow; explicit End resumes; output unchanged by query editing	src/bin/holla/screens/activity.rs:368; app_tests_proofs.rs:786; src/bin/holla/screens/activity.rs:101,188,209,549	source-defined expansion; baseline not captured	TextViewport/find composition	planned-baseline; main migrated subset differs; full oracle replay required
HO-STDIN	parity-task-input	80x24,100x30,120x40,160x50	ROUTE(app_tests_parity.rs::hp15_prompts_take_exact_input_and_cancellation_escalates_truthfully)	password never in frame/output/stdin retained bytes; waiting/input/answer/plain echo/EOF/Cancelling/Stopped; finished input refused	src/bin/holla/app_tests_parity.rs:1590	source-defined expansion; baseline not captured	input ownership/TextViewport	planned-baseline; main migrated subset differs; full oracle replay required
HO-DISK-SCAN	parity-disk-scan	80x24,100x30,120x40,160x50	ROUTE(app_tests_parity.rs::hp18_disk_scan_streams_measures_exactly_and_keeps_cached_hints_as_hints); SWEEP each scan state	discovery progress/partial errors/cache invalidation/cancelled; exact allocated bytes; status and meter	src/bin/holla/app_tests_parity.rs:1859	source-defined expansion; baseline not captured	TreeView/progress/ScrollState	planned-baseline; main migrated subset differs; full oracle replay required
HO-DISK-TREE	parity-disk-navigation	80x24,100x30,120x40,160x50	ROUTE(app_tests_parity.rs::hp19_tree_navigation_sorting_folding_selection_and_top_files); SWEEP tree/overview/topfiles/facts	parent dominance/lazy insertion target preservation; fold and apparent toggle; tree hierarchy and selected markers; top files	src/bin/holla/app_tests_parity.rs:1996	source-defined expansion; baseline not captured	TreeView/ScrollState/properties	planned-baseline; main migrated subset differs; full oracle replay required
HO-CLEANUP-MODES	parity-insights	80x24,100x30,120x40,160x50	NEW(parity-insights,Reduced,0); TICKS(4); OPEN(Review cleanup candidates); Right; Space; a; m; n; p; Esc; d; SWEEP before commit	category/candidate expansion; exact protected/active refusals; mode/dry-run revision; facts and gate summary	src/bin/holla/screens/cleanup.rs:855	source-defined expansion; baseline not captured	ScrollState/properties/Dialog	planned-baseline; main migrated subset differs; full oracle replay required
HO-CLEANUP-SAFETY	parity-delete-safety	80x24,100x30,120x40,160x50	ROUTE(app_tests_parity.rs::hp21_deletion_is_authorized_validated_at_commit_and_never_falls_back)	every protected path and transient race; selected link only; Trash collision/retry; failed/unreadable; dry-run no bytes freed; logs exact	src/bin/holla/app_tests_parity.rs:2209	source-defined expansion; baseline not captured	Dialog/TextInput/sim fs	planned-baseline; main migrated subset differs; full oracle replay required
HO-CLEANUP-REPORT	parity-cleanup-results	80x24,100x30,120x40,160x50	ROUTE(app_tests_parity.rs::hp22_reports_ownership_outcomes_and_the_operation_log_are_exact); ROUTE(app_tests_parity.rs::hp22_quit_waits_for_a_running_cleanup_and_its_report_lands_first); SWEEP reports/history	running per-item progress; finish outcomes; APFS overcount wording; retained log; report links; quit waits	src/bin/holla/app_tests_parity.rs:2383,2467	source-defined expansion; baseline not captured	Snapshot/ScrollState/StatusBar	planned-baseline; main migrated subset differs; full oracle replay required
HO-SNAPSHOTS	all 34 worlds	80x24,100x30,120x40,160x50	SCAN(all emitted Snapshot kind/parameter pairs); SWEEP each reached snapshot; invoke each actual FollowUp button from fresh route; r; y	git/diff/stash/batch; system/processes/port; docker/compose/unavailable; pg/blocking; mise/outdated; history; services; ssh; brew; reports/config; every exact command/cwd/host	src/bin/holla/screens/snapshot.rs:121; domain/catalog.rs; app.rs	source-defined expansion; baseline not captured	properties/custom tables/Meter/Button	planned-baseline; main migrated subset differs; full oracle replay required
HO-RESIZE	all reachable states	80x24,100x30,120x40,160x50	for each frozen state NEW route; resize 60x15,72x20,80x24,100x30,120x40,160x50,72x20; replay next key/click using fresh oracle geometry	too-small notice then recovered state; input/hit freshness; ring/draft/selection retained; all body clipping; no invented minimum fallback	src/bin/holla/app_tests_proofs.rs:471	source-defined expansion; baseline not captured	runtime/layout/focus	planned-baseline; main migrated subset differs; full oracle replay required
HO-PALETTE	all 34 worlds and reachable states	80x24,100x30,120x40,160x50	replay frozen transcript in TrueColor,Ansi256,Ansi16,Mono; fresh process NO_COLOR matrix from tests/holla_pty.rs	complete cells and modifiers per palette; warnings retain glyphs; focus visible; explicit CLI/env precedence; no color drift	src/bin/holla/main.rs:37; tests/holla_pty.rs	source-defined expansion; baseline not captured	Theme/runtime	planned-baseline; main migrated subset differs; full oracle replay required
HO-LIFECYCLE	owned PTY helper	80x24,100x30,120x40,160x50	ROUTE(tests/terminal_suspend.rs test cases); ROUTE(tests/holla_pty.rs test cases); exact existing PTY stimulus and assertions	suspend/resume terminal flags and screen/input modes; normal/quit restoration; fresh-process palettes and bounded input flood	tests/terminal_suspend.rs; tests/holla_pty.rs	source-defined expansion; baseline not captured	terminal session/runtime	planned-baseline; main migrated subset differs; full oracle replay required
HO-OVERLAY-PASTE	rust-dirty	80x24,100x30,120x40,160x50	Expand holla-trace-corrections.md::HO-OVERLAY-PASTE all eight named fresh PORT-EDIT/PORT-IDLE branches: Help, Picker and Quit isolation plus MenuBar passthrough/edit start; exact chord then PASTE(café) then Escape	true Help/Picker/Quit modals isolate underlying Args value5173 and preserve initial editing/idle state; picker query alone changes; F10 MenuBar preserves oracle passthrough yielding café5173 for PORT-EDIT or begins editing and yields5173café for PORT-IDLE; exact draft/committed/cursor/selection/menu/focus restoration and quit=false	src/bin/holla/app.rs:480,1181; app_tests_proofs.rs:731	source-defined expansion; baseline not captured	Dialog/Picker/focus/input	planned-baseline; main migrated subset differs; full oracle replay required
HO-POINTER-ALL	every frozen reachable screen/modal	80x24,100x30,120x40,160x50	SWEEP each actual hit target; capture exact oracle coordinates; replay candidate unchanged; additionally boundary cells and inside-Down/outside-Up	hover/pressed/released/disabled/selection; double-click timing; secondary menus; wheel layer capture; hit geometry identical	src/bin/holla/app.rs:1429; screens/*::on_click/on_press/on_drag/on_wheel	source-defined expansion; baseline not captured	HitRegistry/runtime/overlay	planned-baseline; main migrated subset differs; full oracle replay required
HO-CLI-PREVIEW	first-use	80x24,100x30,120x40,160x50	run fresh process --help; invalid --scenario; invalid --color; invalid --motion; invalid --frame; valid explicit/env motion matrix; unknown argument oracle behavior; separately expand holla-shell-construction-contract.md::cli-parse-all34 as source-bound parser observation before App construction; all34 valid-name full application launches remain in their HO-BASE parents	exact stdout/stderr/exit; preview option compatibility only; no deferred list/run/doctor expansion; one canonical34 identity/order and exact typed parser results; no terminal acquisition during parse; do not accept an unavailable future constructor as an oracle launch	src/bin/holla/main.rs:37; docs/improvements/hp16-cli-list-run-and-doctor-contract.md:5; src/bin/holla/scenario.rs::ALL/CONCEPT/PARITY/name/from_name; src/bin/holla/app.rs:133-175	source-defined expansion; baseline not captured	argument parser/Theme/Clock	planned-baseline; main migrated subset differs; full oracle replay required
